cpd:C00001	H2O; Water
cpd:C07075	Lindane; gamma-BHC; Benzene hexachloride; gamma-Hexachlorocyclohexane; 1,2,3,4,5,6-Hexachlorocyclohexane
cpd:C07083	Styrene; Phenylethylene
cpd:C07084	Styrene-cis-2,3-dihydrodiol; cis-3-Ethenylcyclohexa-3,5-diene-1,2-diol
cpd:C07085	3-Vinylcatechol
cpd:C07086	Phenylacetate; Phenylacetic acid; Benzylformic acid; Benzeneacetic acid
cpd:C07087	2-Hydroxy-6-oxoocta-2,4,7-trienoate
cpd:C07088	4-CPA; 4-Chlorophenoxyacetate
cpd:C07089	5-Chloro-2-hydroxymuconic semialdehyde
cpd:C07090	Protoanemonin; 4-Methylenebut-2-en-4-olide; cis-4-Methylenebut-2-en-4-olide
cpd:C07091	cis-Acetylacrylate
cpd:C07092	p-Dichlorobenzene; 1,4-Dichlorobenzene
cpd:C07093	3,6-Dichloro-cis-1,2-dihydroxycyclohexa-3,5-diene
cpd:C07094	3,6-Dichlorocatechol
cpd:C07095	2,5-Dichloro-cis,cis-muconate
cpd:C07096	2,6-Dichlorophenol
cpd:C07097	2,6-Dichlorohydroquinone
cpd:C07098	2,4,6-Trichlorophenol
cpd:C07099	2,3,6-Trichlorohydroquinone
cpd:C07100	2,4,5-T; 2,4,5-Trichlorophenoxyacetic acid
cpd:C07101	2,4,5-Trichlorophenol
cpd:C07102	5-Chloro-1,2,4-trihydroxybenzene
cpd:C07103	Hydroxybenzoquinone; 2-Hydroxy-1,4-benzoquinone
cpd:C07108	Tamoxifen
cpd:C07111	Ethylbenzol; Ethylenzene; Ethylbenzene; Phenylethane
cpd:C07113	Acetophenone; Acetylbenzene; 1-Phenylethanone; Phenyl methyl ketone; Methyl phenyl ketone
cpd:C07114	Benzoylacetate; 3-Oxo-3-phenylpropanoate; 3-Oxo-3-phenylpropionate; 3-Oxo-3-phenylpropionic acid
cpd:C07118	Benzoyl acetyl-CoA; Benzoyl acetyl coenzyme A
cpd:C07122	Melphalan
cpd:C07123	2-Hydroxy-6-oxo-octa-2,4-dienoate
cpd:C07130	Theophylline; 1,3-Dimethylxanthine
cpd:C07151	Metformin
cpd:C07163	Methadone
cpd:C07184	BW 256U87; Valacyclovir; Valacyclovir hydrochloride
cpd:C07185	Valproic acid
cpd:C07189	2-Hydroxyacetophenone; omega-Hydroxyacetophenone
cpd:C07201	Vinblastine
cpd:C07204	Vincristine; 22-Oxovincaleukoblastine
cpd:C07207	Zalcitabine; 2',3'-Dideoxycytidine
cpd:C07208	m-Xylene; 1,3-Xylene; 1,3-Dimethylbenzene
cpd:C07209	m-Tolualdehyde; 3-Methylbenzaldehyde
cpd:C07210	AZT; Zidovudine; Azidothymidine; 3'-Azido-3'-deoxythymidine
cpd:C07211	m-Toluic Acid; m-Toluylic acid; m-Methylbenzoate; beta-Bethylbenzoic acid
cpd:C07212	o-Xylene; o-Methyltoluene; o-Dimethylbenzene
cpd:C07213	2-Methylbenzyl alcohol
cpd:C07214	o-Tolualdehyde; 2-Formyltoluene; o-Toluic aldehyde; 2-Methylbenzaldehyde
cpd:C07215	o-Toluate; o-Toluic Acid; o-Methylbenzoate; 2-Methylbenzoic acid
cpd:C07216	3-Methylbenzyl alcohol
cpd:C07240	Ritonavir
cpd:C07271	Limonene oxide; Limonene-1,2-epoxide; (4R)-Limonene-1,2-epoxide
cpd:C07276	Limonene-1,2-diol; (1S,2S,4R)-Limonene-1,2-diol; (1S,2S,4R)-Menth-8-ene-1,2-diol
cpd:C07277	dTDP-D-fucose; dTDP-alpha-D-fucopyranose
cpd:C07289	Crepenynate; Crepenynic acid; (9Z)-Octadec-9-en-12-ynoate; (Z)-9-Octadecen-12-ynoic acid
cpd:C07303	4-Hydroxy-3-methoxyphenyl-beta-hydroxypropanoyl-CoA; 4-Hydroxy-3-methoxyphenyl-beta-hydroxypropionyl-CoA; 3-Hydroxy-3-(4-hydroxy-3-methoxyphenyl)propionyl-CoA
cpd:C07304	Deacetylisoipecoside
cpd:C07307	Deacetylipecoside
cpd:C07330	Prenal; Senecialdehyde; 3-Methyl-2-butenal; 3-Methylbut-2-enal; 3,3-Dimethyl-acrylaldehyde
cpd:C07335	2-Amino-3-oxo-4-phosphonooxybutyrate; L-2-Amino-3-oxo-4-phosphonooxybutyrate; (2S)-2-Amino-3-oxo-4-phosphonooxybutanoate
cpd:C07338	(9Z,12Z)-(11S)-11-Hydroperoxyoctadeca-9,12-dienoate; (9Z,12Z)-(11S)-11-Hydroperoxyoctadeca-9,12-dienoic acid
cpd:C07354	(7S,8S)-DiHODE; (7S,8S,9Z,12Z)-7,8-Dihydroxyoctadeca-9,12-dienoate; (9Z,12Z)-(7S,8S)-Dihydroxyoctadeca-9,12-dienoic acid
cpd:C07394	Paclitaxel
cpd:C07446	Isonicotinic acid
cpd:C07447	Acetylhydrazine
cpd:C07448	Burimamide
cpd:C07454	N-Guanylhistamine
cpd:C07473	Muscarine
cpd:C07474	Pilocarpine
cpd:C07475	Lobeline; (-)-Lobeline
cpd:C07478	2-Hydroxy-5-methyl-cis,cis-muconate
cpd:C07479	2-Oxo-5-methyl-cis-muconate
cpd:C07480	Theobromine; 3,7-Dimethylxanthine
cpd:C07481	Caffeine; 1,3,7-Trimethylxanthine
cpd:C07490	Trichloroethanol; 2,2,2-Trichloroethanol
cpd:C07492	Oxcarbazepine
cpd:C07493	GP 47779; 10-Hydroxycarbazepine; 10-Hydroxycarbamazepine
cpd:C07495	Dihydroxycarbazepine; 10,11-Dihydroxycarbamazepine; 10,11-Dihydro-10,11-dihydroxy-5H-dibenzazepine-5-carboxamide
cpd:C07496	Carbamazepine epoxide; Carbamazepine-10,11-epoxide
cpd:C07499	PEMA; Phenylethylmalonamide; 2-Phenyl-2-ethylmalondiamide
cpd:C07501	Felbamate
cpd:C07512	Tetraethylammonium
cpd:C07521	Thiopental
cpd:C07535	Benzpyrene; Benzo[a]pyrene
cpd:C07544	Ergotamine
cpd:C07547	Tubocurarine
cpd:C07548	Atracurium
cpd:C07550	Mivacurium
cpd:C07557	TCDD; PCDD 48; Tetrachlorodibenzodioxin; 2,3,7,8-Tetrachlorodibenzodioxin; 2,3,7,8-Tetrachlorodibenzo-p-dioxin
cpd:C07569	Propylthiouracil
cpd:C07572	Citalopram
cpd:C07573	Prontosil; Prontosil rubrum; Sulfamidochrysoidine
cpd:C07575	Phencyclidine
cpd:C07576	Psilocybin; Psilocybine
cpd:C07585	N-Acetylisoniazid; (N)1-Acetylisoniazid
cpd:C07592	Colchicine
cpd:C07593	Rotenone
cpd:C07600	Allicin; 2-Propene-1-sulfinothioic acid S-2-propenyl ester
cpd:C07601	Ginkgolide A
cpd:C07607	GnRH-I; Gonadorelin; Gonadoliberin I; Gonadotropin-releasing hormone I
cpd:C07635	Epiandrosterone
cpd:C07639	rT3; 3,3',5'-Triiodothyronine; Reverse triiodothyronine; 3,3',5'-Triiodo-L-thyronine
cpd:C07641	Thiotepa
cpd:C07642	Triethylenemelamine; Trisaziridinyltriazine; 2,4,6-Tris(1-aziridinyl)-s-triazine
cpd:C07643	4-Hydroxycyclophosphamide
cpd:C07644	4-Ketocyclophosphamide
cpd:C07645	Aldophosphamide
cpd:C07646	Carboxyphosphamide; Carboxycyclophosphamide
cpd:C07647	Phosphamide mustard; Phosphoramide mustard
cpd:C07648	Thioguanine
cpd:C07649	5-FU; Fluorouracil; 5-Fluorouracil
cpd:C07653	Flutamide
cpd:C07660	Levofloxacin; Ofloxacin S-(-)-form
cpd:C07662	Sparfloxacin; cis-5-Amino-1-cyclopropyl-7-(3,5-dimethyl-1-piperazinyl)-6,8-difluoro-1,4-dihydro-4-oxo-3-quinolinecarboxylic acid
cpd:C07663	Moxifloxacin
cpd:C07667	Gossypol
cpd:C07712	Secalciferol; 24(R),25-Dihydroxyvitamin D3
cpd:C07715	Fluorene; Diphenylenemethane; 2,2'-Methylenebiphenyl
cpd:C07717	3,4-Dihydroxyfluorene
cpd:C07718	2-Hydroxy-4-(1-oxo-1,3-dihydro-2H-inden-2-ylidene)-but-2-enoic acid
cpd:C07719	2-Formyl-1-indanone
cpd:C07720	3-Hydroxy-1-indanone
cpd:C07721	(+)-(3S,4R)-cis-3,4-Dihydroxy-3,4-dihydrofluorene
cpd:C07722	3,4-Dihydroxy-3,4-dihydro-9-fluorenone
cpd:C07723	4-Hydroxy-9-fluorenone
cpd:C07724	1,2-Dihydroxyfluorene
cpd:C07725	2-Hydroxy-4-(2-oxo-1,3-dihydro-2H-inden-1-ylidene)but-2-enoic acid
cpd:C07726	1-Formyl-2-indanone
cpd:C07727	2-Indanone; 2H-Inden-2-one, 1,3-dihydro-
cpd:C07728	3-Isochromanone; 1,4-Dihydro-3H-2-benzopyran-3-one
cpd:C07729	Dibenzofuran; Diphenylene oxide
cpd:C07731	2-Hydroxy-6-oxo-6-(2-hydroxyphenyl)-hexa-2,4-dienoate
cpd:C07732	Dibenzo-p-dioxin
cpd:C07733	2,2',3-Trihydroxydiphenylether
cpd:C07734	2-Hydroxy-6-oxo-6-(2-hydroxyphenoxy)-hexa-2,4-dienoate
cpd:C07756	7-ACA; 7-Aminocephalosporanic acid; 7-Aminocephalosporinic acid; (7R)-7-Aminocephalosporanate
cpd:C07836	D-glycero-beta-D-manno-Heptose 7-phosphate
cpd:C07838	D-glycero-beta-D-manno-Heptose 1-phosphate
cpd:C07880	Ursodiol; Ursodeoxycholate; Ursodeoxycholic acid; 3alpha,7beta-Dihydroxy-5beta-cholan-24-oic acid
cpd:C07888	Cyclophosphamide
cpd:C07909	Sirolimus; Rapamycin
cpd:C07919	Metocurine
cpd:C07966	Cerivastatin
cpd:C08012	LAAM; Levomethadyl acetate
cpd:C08060	Carbazole; 9H-Carbazole
cpd:C08061	2'-Aminobiphenyl-2,3-diol
cpd:C08062	2-Hydroxy-6-oxo-(2'-aminophenyl)-hexa-2,4-dienoate
cpd:C08063	1,4-Cyclohexanedione
cpd:C08073	Natamycin; Pimaricin
cpd:C08262	Isovalerate; Isovaleric acid; 3-Methylbutanoic acid
cpd:C08276	3-Methylthiopropionate; 3-(Methylthio)propionic acid
cpd:C08281	Docosanoate; Behenic acid; Docosanoic acid
cpd:C08285	10,16-Dihydroxyhexadecanoic acid; Hexadecanoic acid, 10,16-dihydroxy-
cpd:C08300	Cathine; D-Cathine; (+)-Norpseudoephedrine
cpd:C08301	Cathinone; D-Cathinone
cpd:C08312	Psilocin
cpd:C08316	Erucic acid; (13Z)-Docosenoic acid; cis-13-Docosenoic acid
cpd:C08320	Lignoceric acid; Tetracosanoic acid
cpd:C08323	Nervonic acid; (15Z)-Tetracosenoic acid; (Z)-15-Tetracosenoic acid
cpd:C08325	Amygdalin; (R)-Amygdalin; (R)-Laenitrile; (R)-Amygdaloside
cpd:C08334	Lotaustralin
cpd:C08357	Estradiol-17beta 3-sulfate
cpd:C08358	2-Methoxyestrone 3-sulfate
cpd:C08359	2-Methoxyestradiol-17beta 3-sulfate
cpd:C08362	Palmitoleic acid; (9Z)-Hexadecenoic acid; cis-9-Hexadecenoic acid
cpd:C08366	Sterculic acid
cpd:C08401	Glucoberteroin; 5-Methylthiopentyl glucosinolate
cpd:C08407	Glucocochlearin; 1-Methylpropyl glucosinolate
cpd:C08409	Glucoerucin; 4-Methylthiobutyl glucosinolate
cpd:C08412	Glucoiberverin; 3-Methylthiopropyl glucosinolate
cpd:C08417	Gluconasturtiin; 2-Phenylethyl glucosinolate
cpd:C08418	Glucoputranjivin; 1-Methylethyl glucosinolate
cpd:C08426	Sinalbin; p-Hydroxybenzyl glucosinolate
cpd:C08439	Phalloidin; Phalloidine
cpd:C08491	Jasmonate; Jasmonic acid; (-)-Jasmonic acid; {(1R,2R)-3-Oxo-2-[(Z)pent-2-enyl]cyclopent-2-enyl}acetic acid
cpd:C08526	Galantamine; Galanthamine
cpd:C08532	Lycorine
cpd:C08537	Amaranthin
cpd:C08538	Betalamic acid
cpd:C08539	Betanidin; (2S)-4-[2-[(2S)-2-Carboxy-2,3-dihydro-5,6-dihydroxy-1H-indol-1-yl]ethenyl]-2,3-dihydro-2,6-pyridinedicarboxylic acid
cpd:C08540	Betanin
cpd:C08542	Celosianin II
cpd:C08543	Dopaxanthin
cpd:C08544	Gomphrenin-I
cpd:C08552	Lampranthin II
cpd:C08557	Miraxanthin-V
cpd:C08565	Portulacaxanthin II
cpd:C08578	Butein
cpd:C08579	Antheraxanthin
cpd:C08580	Astaxanthin
cpd:C08583	Canthaxanthin
cpd:C08584	Capsanthin
cpd:C08585	Capsorubin
cpd:C08586	delta-Carotene
cpd:C08590	Zeinoxanthin; 3-Hydroxy-alpha-carotene; (3R,6'R)-beta,epsilon-Caroten-3-ol
cpd:C08591	beta-Cryptoxanthin
cpd:C08592	Echinenone
cpd:C08601	Lutein; Xanthophyll
cpd:C08604	Chrysanthemin; Cyanidin 3-O-glucoside; Cyanidin 3-O-beta-D-glucoside
cpd:C08606	Neoxanthin; all-trans-Neoxanthin
cpd:C08607	Neurosporaxanthin; all-trans-Neurosporaxanthin
cpd:C08613	Torulene
cpd:C08614	Violaxanthin; all-trans-Violaxanthin
cpd:C08615	alpha-Amyrin
cpd:C08616	beta-Amyrin; beta-Amyrenol
cpd:C08620	Cyanidin 3-O-rutinoside; Cyanidin 3-O-rhamnosylglucoside
cpd:C08624	Euphol
cpd:C08627	Hopane-29-acetate
cpd:C08628	Lupeol
cpd:C08637	Taraxerol
cpd:C08639	Cyanin; Cyanidin 3,5-O-diglucoside; Cyanidin 3,5-di-O-glucoside; Cyanidin 3,5-di-O-beta-D-glucoside
cpd:C08641	Gentiodelphin
cpd:C08650	Isoliquiritigenin
cpd:C08660	Atisine
cpd:C08725	Pelargonin; Pelargonidin 3,5-di-beta-D-glucoside
cpd:C08733	Ammeline; 2-Hydroxy-4,6-diamino-1,3,5-triazine
cpd:C08734	Ammelide; 2,4-Dihydroxy-6-amino-1,3,5-triazine
cpd:C08735	2-Chloro-4-hydroxy-6-amino-1,3,5-triazine
cpd:C08737	Melamine; 2,4,6-Triamino-1,3,5-triazine
cpd:C08748	Azadirachtin; Azadirachtin A
cpd:C08797	Cucurbitacin E
cpd:C08814	Brassinolide
cpd:C08817	Fucosterol
cpd:C08821	Isofucosterol; delta5-Avenasterol
cpd:C08822	Gum arabic
cpd:C08830	24-Methylenecycloartanol; 9,19-Cyclolanostan-3-o1, 24-methylene-, (3beta)-
cpd:C08898	Diosgenin; (3beta,25R)-Spirost-5-en-3-ol
cpd:C08902	Hecogenin
cpd:C09010	Khellin
cpd:C09024	Raubasine; Ajmalicine
cpd:C09049	Visnagin
cpd:C09060	Angelicin; Isopsoralen
cpd:C09089	Elaeagnine; Calligonine; Tetrahydroharman
cpd:C09094	Geranylgeraniol; 2,6,10,14-Hexadecatetraen-1-ol, 3,7,11,15-tetramethyl-
cpd:C09099	Prunin; Naringenin 7-O-beta-D-glucoside
cpd:C09107	Catharanthine
cpd:C09118	Isopimaric acid
cpd:C09126	Genistein; Genistein 7-O-beta-D-glucoside
cpd:C09155	Phorbol
cpd:C09179	RTX; Resiniferatoxin
cpd:C09183	Sclareol; (13R)-Labd-14-ene-8alpha,13-diol
cpd:C09189	Stevioside
cpd:C09190	Strigol
cpd:C09209	Harman
cpd:C09239	Sarpagine
cpd:C09241	Serpentine; Serpentine (alkaloid)
cpd:C09243	Tetrahydroharmine
cpd:C09244	Tabersonine
cpd:C09248	Tubulosine
cpd:C09263	Esculetin; Aesculetin
cpd:C09276	Marmesin; (+)-Marmesin
cpd:C09305	Ficusin; Psoralen
cpd:C09306	Sulfur dioxide
cpd:C09315	Umbelliferone; 7-Hydroxycoumarin
cpd:C09320	Afzelechin; 3,5,7,4'-Tetrahydroxyflavan
cpd:C09328	Alangimarckine
cpd:C09330	Alangiside
cpd:C09332	(6S)-H4PteGlu2; THF-L-glutamate; Tetrahydropteroyldiglutamate
cpd:C09337	Ankorine
cpd:C09364	Bicuculline
cpd:C09382	Costunolide; (+)-Costunolide
cpd:C09390	Cephaeline
cpd:C09421	Emetine
cpd:C09529	Picrotoxinin
cpd:C09541	Isoboldine; (S)-Isoboldine; (+)-Isoboldine; 2,10-Dimethoxy-6aalpha-aporphine-1,9-diol
cpd:C09581	Magnoflorine
cpd:C09614	Butin; (-)-Butin; 7,3',4'-Trihydroxyflavanone
cpd:C09621	Levomenol; (-)-alpha-Bisabolol
cpd:C09627	Capsidiol
cpd:C09629	Caryophyllene; beta-Caryophyllene; (-)-beta-Caryophyllene
cpd:C09642	Salsolinol; (-)-Salsolinol; 6,7-Isoquinolinediol, 1,2,3,4-tetrahydro-1-methyl-, (S)-
cpd:C09654	Tetrandrine; (+)-Tetrandrine
cpd:C09665	alpha-Farnesene; (3E,6E)-alpha-Farnesene
cpd:C09666	beta-Farnesene; (E)-beta-Farnesene
cpd:C09672	Germacrene B; (E,E)-Germacrene B; (E,E)-1,5-Dimethyl-8-(1-methylethylidene)-1,5-cyclodecadiene
cpd:C09684	Humulene; alpha-Humulene
cpd:C09694	Juvenile hormone III
cpd:C09699	Longifolene
cpd:C09704	Nerolidol; (3S,6E)-Nerolidol
cpd:C09707	Phaseic acid
cpd:C09723	beta-Selinene
cpd:C09727	(-)-Epicatechin
cpd:C09731	Epigallocatechin 3-gallate
cpd:C09736	(-)-Mollisacacidin; Fisetinin-3,4-diol; Fisetinidol-4beta-ol; 5-Deoxyleucocyanidin
cpd:C09737	Solavetivone
cpd:C09751	Garbanzol; 3,7,4'-Trihydroxyflavanone
cpd:C09756	Homoeriodictyol; Eriodictyol 3'-methyl ether
cpd:C09762	Liquiritigenin; 7,4'-Dihydroxyflavanone
cpd:C09769	Asperuloside
cpd:C09782	Gentiopicrin; Gentiopicroside
cpd:C09789	Naringin; Naringenin 7-O-neohesperidoside; Naringenin 7-O-[alpha-L-rhamnosyl-(1->2)-beta-D-glucoside]
cpd:C09806	Neohesperidin; Hesperetin 7-O-neohesperidoside
cpd:C09809	Cyclohex-2,5-diene-1-carboxyl-CoA
cpd:C09810	Cyclohex-1,4-diene-1-carboxyl-CoA
cpd:C09811	Cyclohex-1-ene-1-carboxyl-CoA
cpd:C09812	2-Hydroxycyclohexane-1-carboxyl-CoA
cpd:C09813	2-Oxocyclohexane-1-carbonyl-CoA; 2-Ketocyclohexane-1-carboxyl-CoA
cpd:C09814	Benzonitrile; Cyanobenzene; Phenyl cyanide
cpd:C09815	Benzamide
cpd:C09816	Benzylsuccinate; (R)-2-Benzylsuccinate
cpd:C09817	Benzylsuccinyl-CoA; (R)-2-Benzylsuccinyl-CoA
cpd:C09818	E-Phenylitaconyl-CoA; (E)-2-Benzylidenesuccinyl-CoA
cpd:C09819	(Hydroxymethylphenyl)succinyl-CoA
cpd:C09820	Benzoylsuccinyl-CoA; 2-Benzoylsuccinyl-CoA
cpd:C09821	6-Oxocyclohex-1-ene-1-carbonyl-CoA; 6-Ketoxycyclohex-1-ene-1-carboxyl-CoA
cpd:C09822	Hexahydrobenzoic acid; Cyclohexane-1-carboxylate; Cyclohexanecarboxylic acid
cpd:C09823	Cyclohexane-1-carboxyl-CoA
cpd:C09826	Pinobanksin; 3,5,7-Trihydroxyflavanone
cpd:C09827	Pinocembrin; 5,7-Dihydroxyflavanone
cpd:C09839	Car-3-ene; (-)-3-Carene
cpd:C09844	1,8-Cineol; Eucalyptol; 1,8-Cineole
cpd:C09847	Neral; cis-Citral
cpd:C09848	(R)-(+)-Citronellal
cpd:C09849	beta-Citronellol; (R)-(+)-Citronellol
cpd:C09871	Nerol; (Z)-3,7-Dimethylocta-2,6-dien-1-ol
cpd:C09880	alpha-Pinene
cpd:C09884	Pinocarvone
cpd:C09893	Pulegone; (+)-Pulegone
cpd:C09910	Actinidine; (-)-Actinidine
cpd:C09943	Dendrobine
cpd:C09945	Deoxynupharidine
cpd:C09955	Ochratoxin A
cpd:C09980	Yangonin; 4-Methoxy-6-[2-(4-methoxyphenyl)ethenyl]-2H-pyran-2-one
cpd:C09987	beta-Skytanthine
cpd:C09990	Thiobinupharidine
cpd:C10028	Chrysin; 5,7-Dihydroxyflavone
cpd:C10044	Galangin; 3,5,7-Trihydroxyflavone
cpd:C10098	Kempferide; Kaempferide; Kaempferol 4'-methyl ether
cpd:C10107	Myricetin; 3,5,7,3',4',5'-Hexahydroxyflavone
cpd:C10126	Anatabine; (-)-Anatabine
cpd:C10138	gamma-Coniceine
cpd:C10157	Lobelanine
cpd:C10165	Pinidine; (-)-Pinidine; Piperidine, 2-methyl-6-(1-propenyl)-, (2R-(2alpha,6alpha(E)))-
cpd:C10171	(-)-Sedamine
cpd:C10173	Swainsonine
cpd:C10175	Quercetin 3-(2G-xylosylrutinoside)
cpd:C10192	Tricetin; 5,7,3',4',5'-Pentahydroxyflavone
cpd:C10200	Anhydroglycinol; 3,9-Dihydroxypterocarpen
cpd:C10205	Coumestrol
cpd:C10208	Daidzein
cpd:C10216	Daidzin; Daidzein 7-O-glucoside
cpd:C10287	Pterostilbene
cpd:C10385	Plastoquinone-9; Plastoquinone A
cpd:C10422	(-)-Glyceollin II
cpd:C10428	Anethole; t-Anethole; trans-Anethole
cpd:C10434	5-O-Caffeoylshikimic acid
cpd:C10443	Curcumin; Kacha haldi
cpd:C10447	Dihydrocaffeic acid; 3,4-Dihydroxyphenylpropanoate; 3,4-Dihydroxyphenylpropionic acid
cpd:C10452	Estragole; Methylchavicol; 1-Methoxy-4-(2-propenyl)benzene
cpd:C10453	Eugenol
cpd:C10454	Methyleugenol; O-Methyleugenol; Eugenol methyl ether
cpd:C10462	6-Gingerol; [6]-Gingerol; (S)-(+)-[6]Gingerol
cpd:C10469	Isoeugenol
cpd:C10478	Methylisoeugenol; Isomethyleugenol; trans-Methylisoeugenol
cpd:C10497	Subaphyllin; Feruloylputrescine
cpd:C10502	Inermin; (-)-Maackiain
cpd:C10503	Medicarpin; (-)-Medicarpin
cpd:C10509	Ononin; Formononetin 7-O-glucoside
cpd:C10516	Pisatin; (+)-Pisatin
cpd:C10520	Pratensein
cpd:C10521	Prunetin
cpd:C10522	Pseudobaptigenin
cpd:C10538	Trifolirhizin; (-)-Maackiain 3-O-glucoside
cpd:C10632	Acronine; Acronycine
cpd:C10660	Dictamnine
cpd:C10682	Matairesinol; (-)-Matairesinol
cpd:C10700	4'-Hydroxyacetophenone; (4-Hydroxyphenyl)ethan-1-one
cpd:C10722	Melicopicine
cpd:C10733	Peganine; Vasicine
cpd:C10738	Rutacridone
cpd:C10740	Skimmianine
cpd:C10763	Cytisine
cpd:C10772	Lupanine; (+)-Lupanine
cpd:C10773	Lupinine
cpd:C10783	Sparteine; (-)-Sparteine
cpd:C10793	Geranylhydroquinone
cpd:C10811	Jervine
cpd:C10820	Solanine; alpha-Solanin
cpd:C10822	Solasodine
cpd:C10824	Solasonine
cpd:C10826	Tomatidine
cpd:C10827	Tomatine
cpd:C10829	Veratramine
cpd:C10833	Syringate; Syringic acid; Gallic acid 3,5-dimethyl ether; 4-Hydroxy-3,5-dimethoxybenzoate
cpd:C10850	Calystegin A3; Calystegine A3
cpd:C10858	Ecgonine
cpd:C10860	Littorine
cpd:C10865	Pseudopelletierine
cpd:C10874	Podophyllotoxin
cpd:C10886	Steganacin; (-)-Steganacin
cpd:C10945	Caffeic aldehyde; Caffeyl aldehyde; 3,4-Dihydroxycinnamaldehyde
cpd:C10998	4-Aminobiphenyl
cpd:C11004	2,6-DMA; 2,6-Xylidine; 2,6-Dimethylaniline
cpd:C11006	2,4-DNT; 2,4-Dinitrotoluene
cpd:C11036	Bromobenzene
cpd:C11038	2'-Deoxy-5-hydroxymethylcytidine-5'-diphosphate
cpd:C11039	2'-Deoxy-5-hydroxymethylcytidine-5'-triphosphate
cpd:C11057	PCB 77; 3,4,3',4'-Tetrachlorobiphenyl
cpd:C11061	Retinoyl glucuronide; all-trans-Retinoyl-beta-glucuronide
cpd:C11062	4-Hydroxybutyryl-CoA; 4-Hydroxybutanoyl-CoA
cpd:C11088	1,2-Dibromoethane; Ethylene dibromide
cpd:C11101	HMF; 5-Hydroxymethylfurfural; 5-Hydroxymethyl-2-furaldehyde
cpd:C11130	Dioxindole; 3-Hydroxyindolin-2-one; 1,3-Dihydro-3-hydroxy-2H-indol-2-one
cpd:C11131	2-Methoxy-estradiol-17beta 3-glucuronide
cpd:C11132	2-Methoxyestrone 3-glucuronide
cpd:C11133	Estrone glucuronide; Estrone 3-glucuronide; Estrone beta-D-glucuronide
cpd:C11134	Testosterone glucuronide; Testosterone 17beta-(beta-D-glucuronide)
cpd:C11135	Androsterone glucuronide; Androsterone 3-glucuronide
cpd:C11136	Etiocholan-3alpha-ol-17-one 3-glucuronide
cpd:C11142	Dimethyl sulfone; Sulfonylbismethane
cpd:C11143	DMSO; Dimethyl sulfoxide
cpd:C11145	Methanesulfonate; Methanesulfonic acid
cpd:C11148	TCE epoxide; Trichloroepoxyethane; Trichloroethylene epoxide
cpd:C11149	Dichloroacetate
cpd:C11150	TCA; Trichloroacetate; Trichloroacetic acid
cpd:C11158	Topotecan
cpd:C11173	SN-38
cpd:C11174	1-Diphosinositol pentakisphosphate; Diphospho-myo-inositol pentakisphosphate; 1D-myo-Inositol 1-diphosphate 2,3,4,5,6-pentakisphosphate; D-myo-Inositol, 2,3,4,5,6-pentakis(dihydrogen phosphate) 1-(trihydrogen diphosphate)
cpd:C11218	Gramicidin S
cpd:C11231	Docetaxel; Docetaxel anhydrous
cpd:C11242	Bacterio-chlorophyll a
cpd:C11243	Bacterio-chlorophyll b
cpd:C11245	Glucuronosyletoposide; Etoposide glucuronide
cpd:C11249	Cyclohexane
cpd:C11250	Colcemid; Demecolcine
cpd:C11272	Fluorobenzene
cpd:C11277	PMEA; Adefovir; 9-(2-Phosphonylmethoxyethyl)adenine
cpd:C11278	Aflatoxin B1exo-8,9-epoxide-GSH; 8,9-Dihydro-8-(S-glutathionyl)-9-hydroxyaflatoxin B1
cpd:C11300	Soraphen A
cpd:C11310	Cyperquat; N-Methyl-4-phenylpyridine; 1-Methyl-4-phenylpyridinium
cpd:C11348	(S)-1-Phenylethanol; (S)-1-Phenethyl alcohol
cpd:C11351	N1-Amidinostreptamine 6-phosphate; 1D-1-Guanidino-3-amino-1,3-dideoxy-scyllo-inositol 6-phosphate
cpd:C11352	5,6-Dichloro-1,3-cyclohexadiene
cpd:C11354	2-Hydroxy-cis-hex-2,4-dienoate
cpd:C11355	ADC; 4-Amino-4-deoxychorismate
cpd:C11356	Geranylneryl diphosphate; trans,trans,cis-Geranylgeranyl diphosphate; trans,trans,cis-Geranylgeranyl pyrophosphate; 2-cis,6-trans,10-trans-Geranylgeranyl diphosphate
cpd:C11359	(-)-Hygrine
cpd:C11363	Sulfobromophthalein
cpd:C11376	SN-38G; SN38 glucuronide
cpd:C11379	Cinchonidine; (8alpha,9R)-Cinchonan-9-ol
cpd:C11383	Carvol; Carvone; (+)-Carvone; (+)-(S)-Carvone
cpd:C11384	(S)-(-)-Citronellal; (S)-3,7-Dimethyloct-6-enal
cpd:C11386	(-)-Citronellol
cpd:C11388	(-)-Linalool; (3R)-Linalool; (R)-(-)-Linalool
cpd:C11389	(+)-Linalool; (3S)-Linalool; (S)-(+)-Linalool
cpd:C11393	(-)-alpha-Terpineol; (L)-alpha-Terpineol
cpd:C11395	(4R,6R)-cis-Carveol
cpd:C11396	(-)-Dihydrocarveol; (1R,2R,4R)-Dihydrocarveol
cpd:C11397	(1R,2S,4R)-Neo-dihydrocarveol
cpd:C11398	(1R,4R)-Dihydrocarvone
cpd:C11399	(1S,2S,4R)-Iso-dihydrocarveol
cpd:C11400	(1S,2R,4R)-Neoiso-dihydrocarveol
cpd:C11401	(1S,4R)-Iso-dihydrocarvone
