node_name,node_type
2-Aminoethanesulfonic acid,compound
ALDOB,protein
,compound
LAMB4,protein
SOCS1,protein
HLA-DRB4,protein
MAN1A1,protein
PARD3,protein
BUB1,protein
MGST2,protein
Phosphatidyl-N-methylethanolamine,compound
CBR3,protein
NR1H3,protein
L-Dicysteine,compound
(2E)-Hexadecenoyl-CoA,compound
PTDSS1,protein
"3alpha,7alpha,12alpha,24zeta-Tetrahydroxy-5beta-cholestanoyl-CoA",compound
fm_731970,protein
RDX,protein
EZR,protein
ADCY6,protein
HLA-DMA,protein
POLE3,protein
PIK3R3,protein
fm_727960,protein
SOS2,protein
SOS1,protein
XPO5,protein
TNFSF18,protein
HADH,protein
fm_739904,protein
MAPK1,protein
TNFRSF1B,protein
"1,3-Bisphospho-D-glycerate",compound
Methylglyoxal,compound
3-Oxodecanoyl-[acp],compound
Chenodeoxycholoyl-CoA,compound
MAD1L1,protein
GBA,protein
(S)-3-Hydroxybutanoyl-CoA,compound
GPAM,protein
Acetoacetic acid,compound
CCL23,protein
fm_720064,protein
STK3,protein
STK4,protein
fm_732757,protein
AKT1,protein
AKT2,protein
AKT3,protein
(6S)-Tetrahydrofolate,compound
PML,protein
,compound
PIK3R3,protein
fm_714847,protein
CKM,protein
CKMT1B,protein
CKMT2,protein
VCAM1,protein
PIK3R2,protein
"(8Z,11Z,14Z)-5,6-Dihydroxyicosa-8,11,14-trienoic acid",compound
DAK,protein
ACACA,protein
ADCY9,protein
fm_700065,protein
PFKP,protein
PFKM,protein
Acetyl-CoA,compound
DCC,protein
DYNC1I1,protein
HSPA6,protein
OCLN,protein
CMP-N-glycolylneuraminate,compound
DHRS3,protein
CCND3,protein
"1,2-Dihydronaphthalene-1,2-diol",compound
fm_737039,protein
ITGAM,protein
"14,15-EET",compound
BHLHE41,protein
GDF7,protein
PLCB1,protein
,complex
SMAD4,protein
fm_725835,protein
SMAD3,protein
,complex
NCF1,protein
NCF2,protein
fm_713697,protein
,protein
,protein
IFNG,protein
FLT1,protein
ARPC3,protein
CASP3,protein
IKBKB,protein
FASLG,protein
AMY2A,protein
WNT6,protein
3-Phosphohydroxypyruvic acid,compound
Phosphatidylinositol 4-phosphate,compound
POLR2H,protein
PIK3C2G,protein
TCF7L1,protein
,compound
fm_708941,protein
B3GNT1,protein
C8A,protein
PLCD1,protein
Succinyl coenzyme A,compound
Digalactosylceramidesulfate,compound
CXCR2,protein
fm_739568,protein
RELA,protein
NFKB1,protein
DDC,protein
CHP2,protein
NT5C1A,protein
fm_736474,protein
GNAI3,protein
GNAI1,protein
fm_704534,protein
GOT1,protein
LAMB3,protein
PAK1,protein
RRM2,protein
PPT1,protein
fm_734145,protein
BST1,protein
CD38,protein
Sinapyl alcohol,compound
fm_735672,protein
ACTB,protein
L-Cystathionine,compound
,compound
PRKCD,protein
PIGC,protein
PLA2G3,protein
RAC1,protein
ADH1B,protein
PIK3R1,protein
SDS,protein
RAPGEF1,protein
ITGB1,protein
PDXK,protein
PPARA,protein
11-Dehydrocorticosterone,compound
B3GAT3,protein
GRM6,protein
PPP3CC,protein
COL11A2,protein
TUBAL3,protein
MGAM,protein
CCR5,protein
MAPK9,protein
BRAF,protein
fm_726012,protein
RAC2,protein
RAC3,protein
RAC1,protein
fm_711384,protein
,protein
NFKB1,protein
TAS2R60,protein
CAPN2,protein
RPS6KB1,protein
,compound
TYMS,protein
ARHGEF11,protein
CYSLTR1,protein
PTPRR,protein
2-Acyl-1-alkyl-sn-glycerol,compound
CD28,protein
PROC,protein
fm_727516,protein
ACTB,protein
fm_716906,protein
RHOA,protein
ACTN2,protein
fm_724575,protein
ACSBG2,protein
ACSL5,protein
ACSL3,protein
ACSL1,protein
PRKCB,protein
UGT2B7,protein
ITGA4,protein
IFNA8,protein
IFNA14,protein
PIP5K1C,protein
FAS,protein
SOS1,protein
THBS4,protein
fm_724414,protein
LAMP1,protein
NTRK1,protein
24-Methylenelophenol,compound
fm_706903,protein
UGT1A1,protein
UGT2B10,protein
UGT2B28,protein
UGT2B7,protein
UGT2B17,protein
UGT1A3,protein
UGT1A6,protein
UGT1A5,protein
UGT2A3,protein
LTB4R,protein
CD8B,protein
fm_714119,protein
,protein
,protein
STK36,protein
RAF1,protein
SRD5A1,protein
CAMK2B,protein
Allysine,compound
CHP2,protein
UGT1A7,protein
SEC13,protein
ORC6,protein
GRIN2D,protein
WNT2,protein
MCAT,protein
,complex
fm_732961,protein
CREB3L4,protein
CREB3L1,protein
CREB3,protein
fm_732949,protein
fm_738652,protein
PIK3CD,protein
PIK3R1,protein
PIK3CG,protein
TNF,protein
PRKCB,protein
TRMT11,protein
fm_721867,compound
,compound
,compound
,compound
fm_716808,protein
CYP1A1,protein
CYP3A4,protein
CYP3A7,protein
(2E)-Hexenoyl-[acp],compound
AUH,protein
ITGB2,protein
fm_733085,protein
PCK1,protein
TYK2,protein
ATP2A2,protein
fm_733915,protein
PRKCA,protein
PRKCB,protein
COX7A1,protein
CREB1,protein
LALBA,protein
,protein
fm_732930,protein
FZD9,protein
FZD4,protein
FZD2,protein
FZD7,protein
FZD6,protein
IKBKG,protein
NCF1,protein
UDP-N-acetylglucosamine,compound
PSPH,protein
PRKX,protein
Calcitriol,compound
HCCS,protein
UBE2L3,protein
(2E)-Hexenoyl-[acp],compound
6-Thiouric acid,compound
fm_702205,protein
SRD5A2,protein
GNG12,protein
HLA-DQA2,protein
PIK3R1,protein
,compound
CALML3,protein
WNT8B,protein
5-Phosphoribosyl-1-amine,compound
TJP1,protein
2-Chloroethanal,compound
AK7,protein
GSTA4,protein
L-Glutamic acid,compound
ANAPC4,protein
fm_721104,protein
fm_730695,protein
CAMK2G,protein
CAMK2D,protein
SYK,protein
WNT7A,protein
fm_720476,protein
ARAF,protein
RAF1,protein
fm_729661,protein
CDC42,protein
HSPA5,protein
ADRA1D,protein
AGPS,protein
FASN,protein
3-Phosphoserine,compound
fm_722036,protein
GABRR1,protein
GABRA4,protein
GABRB3,protein
GABRB2,protein
GABRA1,protein
GABRG2,protein
GABRA5,protein
GABRP,protein
GABRG1,protein
GABRA2,protein
PHOSPHO1,protein
N-Methyltryptamine,compound
HYAL1,protein
DLAT,protein
HK2,protein
,protein
,compound
fm_730912,protein
NFKBIA,protein
HLA-DOA,protein
NDUFC1,protein
ADH6,protein
L-Arginine,compound
1-Pyrroline-4-hydroxy-2-carboxylate,compound
,compound
CD40LG,protein
fm_738714,protein
CALM3,protein
CALML5,protein
CALML3,protein
CALM2,protein
CALML6,protein
CXCL12,protein
NR5A2,protein
fm_733359,protein
HLA-DPA1,protein
HLA-DPB1,protein
HLA-DMB,protein
HLA-DOA,protein
HLA-DRB1,protein
LOC100133583,protein
BAD,protein
EPHB3,protein
MAP3K11,protein
ASL,protein
MASP1,protein
CXCL11,protein
fm_740862,protein
ITGAL,protein
SUV420H2,protein
Acetoacetic acid,compound
,protein
WNT5B,protein
1-(5-Phospho-D-ribosyl)-5-aminoimidazole,compound
ABAT,protein
fm_722915,protein
SPDYA,protein
fm_724355,protein
DYNC1H1,protein
DYNC1LI2,protein
DYNC1LI1,protein
DYNC2H1,protein
fm_722104,protein
VIPR2,protein
CACNA1B,protein
But-2-enoyl-[acyl-carrier protein],compound
C3AR1,protein
GSTP1,protein
THBS4,protein
dGDP,compound
PKLR,protein
IL12B,protein
IFNA6,protein
L-Cystathionine,compound
AKT2,protein
GALNT6,protein
FGF21,protein
ITGB5,protein
PIAS3,protein
GRB2,protein
MAPK9,protein
fm_714168,protein
,protein
,protein
,protein
fm_703238,protein
NT5M,protein
NT5C,protein
NT5C1A,protein
NUP93,protein
fm_707683,protein
DGKQ,protein
DGKI,protein
DGKG,protein
DGKH,protein
fm_725464,protein
CSNK2A2,protein
CSNK2B,protein
fm_705225,protein
IDO2,protein
Tyramine,compound
,protein
F2R,protein
2-Amino-3-(3-oxoprop-1-enyl)-but-2-enedioate,compound
fm_710692,protein
ADH5,protein
ADH1A,protein
ADH7,protein
ADH1B,protein
ADH4,protein
PRPP,compound
COL6A1,protein
CBS,protein
fm_737861,protein
PIAS2,protein
PIAS1,protein
CDC26,protein
LYN,protein
24-Dehydrocholesterol,compound
fm_708322,protein
PAFAH1B3,protein
PAFAH2,protein
PRPS1,protein
,compound
,protein
PIK3R2,protein
MET,protein
HCl,compound
FGF11,protein
DHEA,compound
PRKACB,protein
MAP4K4,protein
ST6GALNAC1,protein
fm_728864,protein
IFNA4,protein
IFNA17,protein
IFNA16,protein
IFNA5,protein
IFNA10,protein
IFNA7,protein
fm_739703,compound
Tretin M,compound
9-cis-Retinoic acid,compound
,compound
fm_737250,protein
FPR2,protein
SMC1A,protein
B4GALT7,protein
Citalopram N-oxide,compound
ACTG1,protein
TPM2,protein
TLR2,protein
fm_730011,protein
MAPK1,protein
CBLB,protein
fm_728902,protein
POLR3H,protein
POLR3GL,protein
POLR3F,protein
POLR3D,protein
POLR3B,protein
POLR3A,protein
Didemethylcitalopram,compound
ACACB,protein
MGAT4C,protein
UQCR11,protein
UFD1L,protein
fm_733016,protein
MAP2K1,protein
PIK3R2,protein
AKT2,protein
CCL28,protein
GNAS,protein
fm_715911,protein
G6PC2,protein
ADPGK,protein
ENPP1,protein
CYP2A13,protein
NFATC1,protein
Procollagen 5-(D-galactosyloxy)-L-lysine,compound
PEMT,protein
fm_724208,protein
TGFBR2,protein
fm_721494,protein
ARRB2,protein
ARRB1,protein
RPIA,protein
CD40,protein
fm_739001,protein
fm_733766,protein
PRKCB,protein
PRKCA,protein
GLI3,protein
dTDP,compound
TST,protein
TBXAS1,protein
Pyridoxamine,compound
MTR,protein
ALDH5A1,protein
fm_740521,protein
TGFB1,protein
TGFB2,protein
ITK,protein
NFKB1,protein
fm_736218,protein
ACTB,protein
fm_721529,protein
PRKCB,protein
DAG1,protein
MGAT5,protein
fm_714162,protein
,protein
fm_739908,protein
MAP2K1,protein
fm_738403,protein
MAP2K1,protein
CCDC6,protein
IL5RA,protein
2-Keto-3-methylbutyric acid,compound
TUBB8,protein
fm_723614,protein
HSPA1A,protein
HSPA6,protein
HSPA1B,protein
fm_708315,protein
CEPT1,protein
,protein
SELL,protein
G6PC2,protein
PDGFRB,protein
NOX1,protein
EHHADH,protein
PRKCG,protein
(S)-3-Hydroxyhexadecanoyl-CoA,compound
PKLR,protein
POLD1,protein
S-(2-Chloroacetyl)glutathione,compound
,compound
fm_737402,protein
MAPK1,protein
MAPK3,protein
PAPSS2,protein
,complex
fm_740688,protein
ITGA9,protein
ITGA7,protein
ITGA11,protein
ITGA8,protein
ITGA4,protein
ITGA3,protein
fm_715879,protein
ACSM2B,protein
ACSM5,protein
fm_712797,protein
,protein
IKBKB,protein
LDHB,protein
fm_728984,protein
SOCS7,protein
SOCS3,protein
PLA2G2C,protein
SEC61A2,protein
fm_703681,protein
AGXT2,protein
AGXT,protein
fm_720108,protein
PAK2,protein
CUL1,protein
"(5Z,8Z,10E,14Z)-(12S)-12-Hydroperoxyicosa-5,8,10,14-tetraenoic acid",compound
CRYL1,protein
TLR9,protein
LDHC,protein
fm_716753,protein
PIK3C2G,protein
PIK3C2A,protein
PIK3C2B,protein
PRKCB,protein
CNGA4,protein
RAPGEF1,protein
TNF,protein
GSTT1,protein
Lipoyl-AMP,compound
PIP4K2A,protein
TGFBR2,protein
MAPK1,protein
,complex
CCND1,protein
GEMIN7,protein
,compound
MAPK3,protein
PIPOX,protein
NODAL,protein
TBK1,protein
Morphine-3-glucuronide,compound
PIK3R1,protein
UROS,protein
fm_732668,protein
GALNT3,protein
AKT3,protein
TAS2R10,protein
CREB3L1,protein
,compound
EXTL2,protein
BRAF,protein
CHUK,protein
SUGT1,protein
Cholest-5-en-3beta-ol,compound
ACAD8,protein
TGFBR1,protein
IFNG,protein
fm_714865,protein
MAOA,protein
MVD,protein
cGMP,compound
PIK3CG,protein
COL5A3,protein
fm_720128,protein
CRK,protein
AOC2,protein
fm_733148,protein
AKT3,protein
AKT1,protein
AKT2,protein
NDUFB3,protein
C9,protein
,protein
Orotidylic acid,compound
3-Hydroxyanthranilic acid,compound
fm_736312,protein
NFKB1,protein
"1,2-Dihydroxy-5-(methylthio)pent-1-en-3-one",compound
SYNJ2,protein
GHRHR,protein
fm_714133,protein
,protein
Coproporphyrinogen III,compound
ITGB5,protein
ALG8,protein
ACSM2B,protein
RAPGEF1,protein
NOD1,protein
5&,compound
Gal-beta1-4Glc-beta1-1&,compound
INPP5K,protein
PRHOXNB,protein
PGLS,protein
PDPK1,protein
FGF3,protein
fm_714224,protein
,protein
,protein
fm_700643,protein
PFKFB1,protein
PFKFB3,protein
PFKFB2,protein
TCF7,protein
CACNA1S,protein
BAX,protein
TGFBR1,protein
GPR50,protein
BCAT2,protein
RAC1,protein
fm_726161,protein
SRGAP2,protein
fm_721525,protein
WAS,protein
TGFB2,protein
CD40,protein
CHUK,protein
PPAT,protein
IFNA5,protein
SUFU,protein
CCNE2,protein
(S)-Methylmalonate semialdehyde,compound
HMBS,protein
Bilirubin-bisglucuronoside,compound
P2RY11,protein
ATP6V0A2,protein
ATP6V0D2,protein
CD247,protein
TSHB,protein
fm_704926,protein
TRMT11,protein
WBSCR22,protein
LCMT1,protein
HEMK1,protein
METTL6,protein
METTL2B,protein
fm_726124,protein
NRAS,protein
ATP2A2,protein
SHC3,protein
IFNGR1,protein
TM7SF2,protein
LCLAT1,protein
fm_738918,protein
E2F3,protein
EFNB1,protein
SETD2,protein
ITGA10,protein
AOX1,protein
TGFA,protein
MYL7,protein
fm_732857,protein
ARAF,protein
"(2S,3S)-3-Hydroxy-2-methylbutanoyl-CoA",compound
GGPS1,protein
PRKAA2,protein
COX6C,protein
Diglyceride,compound
PLCG1,protein
UGP2,protein
,complex
BUB1B,protein
fm_726856,protein
SHC3,protein
PDGFA,protein
TNF,protein
TNFSF13,protein
fm_707755,protein
SYNJ1,protein
INPP5B,protein
NFKBIB,protein
PTPN6,protein
YWHAQ,protein
VEGFB,protein
PREX1,protein
FGFR4,protein
11beta-Hydroxyprogesterone,compound
,complex
OSTalpha,protein
OSTBETA,protein
PCYT1B,protein
DNAJB12,protein
fm_729691,protein
CBL,protein
CBLB,protein
AKT2,protein
ADCY2,protein
MDM2,protein
PRKCB,protein
ATP5O,protein
HLA-DRB3,protein
ANAPC2,protein
,complex
fm_726641,protein
ITGB8,protein
ITGB4,protein
fm_726650,protein
ITGA1,protein
ITGA5,protein
ITGA4,protein
ITGA2,protein
ITGA11,protein
ITGB5,protein
ITGA8,protein
Cholest-5-en-3beta-ol,compound
fm_720698,protein
PHKG1,protein
PHKA1,protein
PHKG2,protein
PHKB,protein
fm_722551,protein
YWHAH,protein
YWHAZ,protein
YWHAQ,protein
UPP1,protein
ATP2A2,protein
TNFRSF17,protein
SORBS1,protein
UBE2E3,protein
Aminopropylcadaverine,compound
IPMK,protein
Maleylacetate,compound
,compound
CAMK4,protein
ITGA10,protein
TRPM5,protein
fm_705284,protein
ALDH2,protein
ALDH7A1,protein
ALDH3A2,protein
ALDH1B1,protein
PPP2R5A,protein
Deoxyuridine 5&,compound
RAC2,protein
P4HA3,protein
TAB1,protein
SERPINE1,protein
HLA-DOB,protein
RRM1,protein
"3alpha,7alpha,12alpha-Trihydroxy-24-oxo-5beta-cholestanoyl-CoA",compound
RELA,protein
ATP2B3,protein
NSDHL,protein
,compound
all-trans-Hexaprenyl diphosphate,compound
"Quinoline-4,6-diol",compound
NRG2,protein
EPOR,protein
Nadide,compound
SUV39H2,protein
ADSS,protein
fm_724117,protein
SH3GLB2,protein
SH3GLB1,protein
SH3GL2,protein
SH3GL1,protein
KRAS,protein
XYLT2,protein
CCR10,protein
LCP2,protein
Ciliatine,compound
CLDN7,protein
DHI,compound
IFNAR2,protein
AKT1,protein
fm_708490,protein
PTGES2,protein
fm_703943,protein
BCAT1,protein
fm_732625,protein
CALML6,protein
CALM3,protein
CALM1,protein
,compound
NXF5,protein
ADCY9,protein
3-Methylthiopropionate,compound
MAP3K8,protein
fm_737338,protein
CLDN18,protein
CLDN4,protein
CLDN2,protein
CLDN5,protein
CLDN16,protein
CLDN3,protein
CLDN14,protein
CLDN6,protein
CLDN11,protein
CLDN22,protein
,compound
CXCL10,protein
,protein
CTSL1,protein
3-Keto-4-methylzymosterol,compound
fm_736334,protein
MAPK1,protein
ASNS,protein
"(5Z,13E)-(15S)-11alpha,15-Dihydroxy-9-oxoprost-13-enoate",compound
ATP5G2,protein
,protein
MTOR,protein
TNR,protein
ADCY1,protein
HLA-G,protein
NDUFA4,protein
UGDH,protein
PIK3R2,protein
6-O-(alpha-D-Galactopyranosyl)-D-glucopyranose,compound
LDHC,protein
fm_740293,protein
HLA-DRB4,protein
HLA-DMB,protein
HLA-DMA,protein
HLA-DQA1,protein
HLA-DRA,protein
HLA-DRB5,protein
HLA-DOA,protein
HLA-DQB1,protein
HLA-DPB1,protein
fm_714259,protein
,protein
fm_708483,protein
GGT6,protein
GGT1,protein
fm_703221,protein
ENTPD1,protein
ENTPD3,protein
WASL,protein
fm_710751,protein
CYP1A1,protein
CYP1A2,protein
TRAF3,protein
FUK,protein
beta-L-Fucose 1-phosphate,compound
EDC3,protein
ROCK2,protein
fm_726549,protein
NOX1,protein
NOX3,protein
NCF1,protein
CYBB,protein
ATP1B1,protein
fm_734252,protein
PIK3R3,protein
PIK3R2,protein
PIK3R1,protein
PIK3CB,protein
PIK3R5,protein
beta-Ketoadipyl-CoA,compound
Formate,compound
RPA4,protein
fm_713461,protein
,protein
,protein
,protein
fm_701869,compound
Chenodiol,compound
"3alpha,7alpha,12alpha-Trihydroxy-5beta-cholanate",compound
ZIC2,protein
Nalpha-(beta-alanyl)-L-histidine,compound
PIGH,protein
Floxuridine,compound
fm_730247,protein
ATP6V0D2,protein
ARPC1A,protein
DYNC2H1,protein
MAP2K2,protein
Deoxyadenosine 5&,compound
CD3D,protein
STAT5A,protein
NO,compound
CAMK2B,protein
ETV6,protein
,protein
RHEB,protein
G6PC,protein
fm_728610,protein
TAB2,protein
UGT1A9,protein
Acetyl-CoA,compound
PPP2R2B,protein
fm_735694,protein
CBLB,protein
CBLC,protein
CBL,protein
Pyroracemic acid,compound
Acetylcholine,compound
IMPA1,protein
fm_736457,protein
IFNGR1,protein
fm_726887,protein
L-Cysteine,compound
fm_710980,protein
UGT2B10,protein
UGT1A1,protein
UGT2B15,protein
UGT1A3,protein
UGT1A10,protein
UGT1A5,protein
UGT1A6,protein
UGT2B7,protein
UGT2B28,protein
APAF1,protein
(S)-2-Amino-3-(p-hydroxyphenyl)propionic acid,compound
fm_737597,protein
CRK,protein
STX4,protein
BCL2,protein
fm_708122,protein
PLD1,protein
PLD2,protein
fm_740767,protein
TGFB3,protein
TGFB1,protein
NRAS,protein
,compound
IL4,protein
IFNA14,protein
fm_706961,protein
PMM1,protein
PIK3R5,protein
MAPK8,protein
fm_729686,protein
EDNRA,protein
CCND2,protein
G6PC2,protein
FGF9,protein
CCBL2,protein
fm_726739,protein
GRLF1,protein
fm_703226,protein
ENTPD5,protein
ENTPD4,protein
CANT1,protein
CAMK4,protein
MOGS,protein
LGMN,protein
fm_730964,protein
ARHGDIA,protein
SRC,protein
fm_703837,protein
MPST,protein
TST,protein
TGFB3,protein
fm_737636,protein
TPM3,protein
TPR,protein
NTRK1,protein
JMJD7-PLA2G4B,protein
,protein
B4GALT3,protein
fm_715282,protein
CSAD,protein
CDC20,protein
Dolichol diphosphate,compound
PDHA2,protein
[Dihydrolipoyllysine-residue succinyltransferase],compound
fm_733461,protein
ATP1B3,protein
ATP1A1,protein
ATP1B4,protein
ATP1B2,protein
NGEF,protein
fm_724619,compound
Deforolimus,compound
42-[3-Hydroxy-2-(hydroxymethyl)-2-methylpropanoate]rapamycin,compound
HADHA,protein
fm_710130,protein
MTHFD1L,protein
MTHFD1,protein
,compound
GRIK4,protein
MOCS2,protein
BCL2L1,protein
BTC,protein
CAT,protein
HSPA6,protein
FN1,protein
ATP1A4,protein
PLA2G12A,protein
ATP1A3,protein
AOX1,protein
PKM2,protein
FMN,compound
MEF2C,protein
BRAF,protein
TFDP1,protein
CCR5,protein
PTK2,protein
,compound
fm_739071,protein
MAP2K1,protein
MAP2K2,protein
PLA2G2D,protein
BCL2,protein
SCIN,protein
CBLB,protein
IBSP,protein
TP53,protein
3-Methoxy-4-hydroxyphenylacetate,compound
F11,protein
GALNT9,protein
PAH,protein
LAMC2,protein
fm_736993,protein
YKT6,protein
CDC23,protein
CACNG8,protein
PLA2G2F,protein
Fumarate,compound
ALCAM,protein
(S)-3-Hydroxydecanoyl-CoA,compound
ITGB1,protein
WNT3,protein
GUCY1A3,protein
fm_720705,protein
RYR1,protein
RYR2,protein
fm_737211,protein
HLA-DOB,protein
HLA-DRB4,protein
HLA-DQB1,protein
HLA-DPA1,protein
LOC100133583,protein
HLA-DRB5,protein
HLA-DRA,protein
D-Galactosyldiacylglycerol,compound
Cyclic AMP,compound
ACSS3,protein
,compound
ATP5H,protein
Butyryl-[acp],compound
TCEB1,protein
NUDT12,protein
Gal-beta1-4Glc-beta1-1&,compound
fm_715195,protein
SDHB,protein
SGPL1,protein
GRHPR,protein
AMFR,protein
GCNT4,protein
Deoxyguanosine,compound
BIRC2,protein
fm_721061,protein
IL12B,protein
IL12A,protein
GABA,compound
CACNA2D3,protein
CYP21A2,protein
PFKM,protein
LAMC3,protein
ALG2,protein
"2-Polyprenyl-6-methoxy-1,4-benzoquinone",compound
"19-Hydroxyandrost-4-ene-3,17-dione",compound
7alpha-Hydroxy-3-oxo-4-cholestenoate,compound
fm_711240,protein
FDPS,protein
PEMT,protein
B4GALT2,protein
fm_730768,protein
KRAS,protein
ELK1,protein
CSNK1A1,protein
ADRA1B,protein
ABAT,protein
fm_711717,protein
CYP2S1,protein
ATP5G1,protein
GAA,protein
PTGER3,protein
fm_735043,protein
ND2,protein
NDUFS8,protein
NDUFB1,protein
NDUFV3,protein
NDUFA5,protein
NDUFB7,protein
NDUFS3,protein
NDUFS6,protein
NDUFB4,protein
NDUFA4L2,protein
NDUFA2,protein
NDUFB10,protein
NDUFA9,protein
NDUFV1,protein
NDUFC2,protein
NDUFA10,protein
ND6,protein
NDUFA12,protein
ND5,protein
NDUFV2,protein
ND1,protein
ICAM1,protein
TYMP,protein
MAPK1,protein
Porphobilinogen,compound
CCNB1,protein
VAMP3,protein
fm_729371,protein
PIK3CG,protein
PIK3CD,protein
PIK3R5,protein
PIK3R2,protein
BMP2,protein
alpha-Lactose,compound
FYN,protein
2-Methoxyestradiol-17beta,compound
CLDN2,protein
RCVRN,protein
BAIAP2,protein
DTX3,protein
,compound
RPRM,protein
fm_719644,protein
RPA2,protein
RPA4,protein
RPA1,protein
fm_729706,protein
MAPK1,protein
SULT2B1,protein
PLA2G12B,protein
C1S,protein
fm_736447,protein
RELA,protein
GMPPA,protein
CDP-diacylglycerol,compound
HK1,protein
fm_739136,protein
WNT2,protein
WNT8A,protein
WNT3A,protein
WNT9A,protein
WNT5B,protein
WNT16,protein
WNT7B,protein
WNT4,protein
WNT5A,protein
WNT3,protein
WNT11,protein
WNT2B,protein
RAMP1,protein
,compound
AKT1,protein
TGFB3,protein
EIF4B,protein
fm_731847,protein
"1-Nitronaphthalene-5,6-oxide",compound
fm_739411,protein
TGFB2,protein
TGFB3,protein
MAP2K1,protein
GAD1,protein
AKT1,protein
AKR1B10,protein
fm_730686,protein
CREBBP,protein
EP300,protein
PRKACB,protein
CRK,protein
SESN1,protein
"1,2-Dihydroxy-5-(methylthio)pent-1-en-3-one",compound
PPCDC,protein
Ethylenesuccinic acid,compound
3-Aminoisobutyric acid,compound
ABO,protein
GDP-D-mannose,compound
(S)-Methylmalonyl-CoA,compound
MAPK12,protein
PIK3R2,protein
ANAPC7,protein
Decanoyl-CoA,compound
CALM2,protein
fm_732942,protein
PLCB3,protein
PLCB1,protein
PLCB4,protein
BMP2,protein
PPP2R5B,protein
L-Isoleucyl-tRNA(Ile),compound
CDC26,protein
fm_707780,protein
INPP4B,protein
ADCY7,protein
NAGLU,protein
RPS6,protein
alpha-D-Glucose 6-phosphate,compound
RAC1,protein
HRAS,protein
HLCS,protein
PLA2G6,protein
IKBKG,protein
ITGA8,protein
PRKX,protein
PLCB2,protein
ROCK2,protein
fm_733126,protein
RXRG,protein
RXRB,protein
RXRA,protein
fm_702176,protein
HSD11B1,protein
HSD11B2,protein
BMP7,protein
Enzyme N6-(lipoyl)lysine,compound
Androsterone,compound
fm_740624,protein
ACTG1,protein
HMBS,protein
IFNA4,protein
GLI2,protein
Pyridoxal,compound
RHOD,protein
fm_725390,protein
TCF7L1,protein
fm_708088,protein
PLA2G4E,protein
PLA2G2A,protein
PLA2G6,protein
PLA2G2F,protein
PLA2G2D,protein
PLA2G10,protein
PLA2G1B,protein
PLA2G12B,protein
GRIA2,protein
fm_732896,protein
PRKACB,protein
PRKX,protein
PRKACG,protein
AKT3,protein
CNGB1,protein
RAPGEF3,protein
MGAT1,protein
,compound
L-Aspartic acid,compound
CNOT4,protein
Folinic acid,compound
fm_710125,protein
"4-Androstene-3,17-dione",compound
PIGY,protein
LAMB3,protein
ITPA,protein
,protein
